repo_name,file_html,cl,me,stmt_code,parent_code,code,complicate_code,temporary_flag,create_fun_flag,temprorary,func
Ultra-Light-Fast-Generic-Face-Detector-1MB,https://github.com/Linzaer/Ultra-Light-Fast-Generic-Face-Detector-1MB/tree/master/caffe/onnx2caffe/_graph.py,Graph,from_onnx$168,input_tensors = {t.name: numpy_helper.to_array(t) for t in graph.initializer},input_tensors = {t.name: numpy_helper.to_array(t) for t in graph.initializer},input_tensors = {t.name: numpy_helper.to_array(t) for t in graph.initializer},"input_tensors = dict()
for t in graph.initializer:
    input_tensors[t.name] = numpy_helper.to_array(t)
",0,0,0,0
causalml,https://github.com/uber/causalml/tree/master/causalml/inference/meta/tlearner.py,BaseTLearner,fit$64,self.models_t = {group: deepcopy(self.model_t) for group in self.t_groups},self.models_t = {group: deepcopy(self.model_t) for group in self.t_groups},self.models_t = {group: deepcopy(self.model_t) for group in self.t_groups},"tmp_DictComp0 = dict()
for group in self.t_groups:
    tmp_DictComp0[group] = deepcopy(self.model_t)
self.models_t = tmp_DictComp0",1,0,1,0
great_expectations,https://github.com/great-expectations/great_expectations/tree/master/great_expectations/core/util.py,,spark_restart_required$776,"current_spark_config_dict: dict = {k: v for (k, v) in current_spark_config}","current_spark_config_dict: dict = {k: v for (k, v) in current_spark_config}","current_spark_config_dict: dict = {k: v for (k, v) in current_spark_config}","current_spark_config_dict = dict()
for (k, v) in current_spark_config:
    current_spark_config_dict[k] = v
",0,0,0,0
nameko,https://github.com/nameko/nameko/tree/master/nameko/messaging.py,HeaderEncoder,get_message_headers$41,"headers = {self._get_header_name(key): value for (key, value) in data.items() if value is not None}","headers = {self._get_header_name(key): value for (key, value) in data.items() if value is not None}","headers = {self._get_header_name(key): value for (key, value) in data.items() if value is not None}","headers = dict()
for (key, value) in data.items():
    if value is not None:
        headers[self._get_header_name(key)] = value
",0,0,0,0
mmgeneration,https://github.com/open-mmlab/mmgeneration/tree/master/mmgen/core/evaluation/metrics.py,Metric,feed$383,"batch_to_feed = {k: v[:end, ...] for (k, v) in batch.items()}","batch_to_feed = {k: v[:end, ...] for (k, v) in batch.items()}","batch_to_feed = {k: v[:end, ...] for (k, v) in batch.items()}","batch_to_feed = dict()
for (k, v) in batch.items():
    batch_to_feed[k] = v[:end, ...]
",0,0,0,0
indico,https://github.com/indico/indico/tree/master/indico/modules/events/abstracts/clone.py,AbstractSettingsCloner,run$39,"self._contrib_type_id_map = {old.id: new.id for (old, new) in shared_data['contribution_types']['contrib_type_map'].items()}","self._contrib_type_id_map = {old.id: new.id for (old, new) in shared_data['contribution_types']['contrib_type_map'].items()}","self._contrib_type_id_map = {old.id: new.id for (old, new) in shared_data['contribution_types']['contrib_type_map'].items()}","self._contrib_type_id_map = dict()
for (old, new) in shared_data['contribution_types']['contrib_type_map'].items():
    self._contrib_type_id_map[old.id] = new.id
",0,0,0,0
pupil,https://github.com/pupil-labs/pupil/tree/master/pupil_src/shared_modules/gl_utils/utils.py,GLFWErrorReporting,error_code_handling$350,new_reporting.update({err_code: 'warn' for err_code in warn or ()}),new_reporting.update({err_code: 'warn' for err_code in warn or ()}),new_reporting.update({err_code: 'warn' for err_code in warn or ()}),"tmp_DictComp0 = dict()
for err_code in warn or ():
    tmp_DictComp0[err_code] = 'warn'
new_reporting.update(tmp_DictComp0)",1,0,1,0
pint,https://github.com/hgrecco/pint/tree/master/pint/util.py,,solve_dependencies$242,"dependencies = {k: v - t for (k, v) in dependencies.items() if v}","dependencies = {k: v - t for (k, v) in dependencies.items() if v}","dependencies = {k: v - t for (k, v) in dependencies.items() if v}","tmp_DictComp0 = dict()
for (k, v) in dependencies.items():
    if v:
        tmp_DictComp0[k] = v - t
dependencies = tmp_DictComp0",1,0,1,0
tvm,https://github.com/apache/tvm/tree/master/tests/python/relay/test_pass_fold_scale_axis.py,,check$782,type_dict = {x.name_hint: x.checked_type for x in y1.params},type_dict = {x.name_hint: x.checked_type for x in y1.params},type_dict = {x.name_hint: x.checked_type for x in y1.params},"type_dict = dict()
for x in y1.params:
    type_dict[x.name_hint] = x.checked_type
",0,0,0,0
keops,https://github.com/getkeops/keops/tree/master/pykeops/torch/kernel_product/kernels.py,Kernel,__init__$236,"var_to_ind = {k: i for (i, k) in enumerate(variables)}","var_to_ind = {k: i for (i, k) in enumerate(variables)}","var_to_ind = {k: i for (i, k) in enumerate(variables)}","var_to_ind = dict()
for (i, k) in enumerate(variables):
    var_to_ind[k] = i
",0,0,0,0
PathPlanning,https://github.com/zhm-real/PathPlanning/tree/master/Sampling_based_Planning/rrt_3D/BIT_star3D.py,BIT_star,BestInQueue$238,V = {state: self.g_T(state) + self.h_hat(state) for state in self.QV},V = {state: self.g_T(state) + self.h_hat(state) for state in self.QV},V = {state: self.g_T(state) + self.h_hat(state) for state in self.QV},"V = dict()
for state in self.QV:
    V[state] = self.g_T(state) + self.h_hat(state)
",0,0,0,0
SMARTS,https://github.com/huawei-noah/SMARTS/tree/master/examples/rllib.py,,main$91,"tune_config = {'env': RLlibHiWayEnv, 'log_level': 'WARN', 'num_workers': num_workers, 'env_config': {'seed': tune.sample_from(lambda spec: random.randint(0, 300)), 'scenarios': [str(Path(scenario).expanduser().resolve().absolute())], 'headless': headless, 'agent_specs': {f'AGENT-{i}': rllib_agent['agent_spec'] for i in range(num_agents)}}, 'multiagent': {'policies': rllib_policies}, 'callbacks': Callbacks}","{'seed': tune.sample_from(lambda spec: random.randint(0, 300)), 'scenarios': [str(Path(scenario).expanduser().resolve().absolute())], 'headless': headless, 'agent_specs': {f'AGENT-{i}': rllib_agent['agent_spec'] for i in range(num_agents)}}","{'seed': tune.sample_from(lambda spec: random.randint(0, 300)), 'scenarios': [str(Path(scenario).expanduser().resolve().absolute())], 'headless': headless, 'agent_specs': {f'AGENT-{i}': rllib_agent['agent_spec'] for i in range(num_agents)}}","tmp_DictComp0 = dict()
for i in range(num_agents):
    tmp_DictComp0[f'AGENT-{i}'] = rllib_agent['agent_spec']
tune_config = {'env': RLlibHiWayEnv, 'log_level': 'WARN', 'num_workers': num_workers, 'env_config': {'seed': tune.sample_from(lambda spec: random.randint(0, 300)), 'scenarios': [str(Path(scenario).expanduser().resolve().absolute())], 'headless': headless, 'agent_specs': tmp_DictComp0}, 'multiagent': {'policies': rllib_policies}, 'callbacks': Callbacks}",1,0,1,0
transform,https://github.com/tensorflow/transform/tree/master/tensorflow_transform/saved/saved_transform_io_v2.py,SavedModelLoader,_apply_v2_transform_model$303,return {key: transformed_features[key] for key in fetches_keys},return {key: transformed_features[key] for key in fetches_keys},return {key: transformed_features[key] for key in fetches_keys},"tmp_DictComp0 = dict()
for key in fetches_keys:
    tmp_DictComp0[key] = transformed_features[key]
return tmp_DictComp0",1,0,1,0
localstack,https://github.com/localstack/localstack/tree/master/tests/unit/test_lambda.py,TestLambdaAPI,test_update_configuration$861,"subset = {k: v for (k, v) in response.items() if k in expected_response.keys()}","subset = {k: v for (k, v) in response.items() if k in expected_response.keys()}","subset = {k: v for (k, v) in response.items() if k in expected_response.keys()}","subset = dict()
for (k, v) in response.items():
    if k in expected_response.keys():
        subset[k] = v
",0,0,0,0
holoviews,https://github.com/holoviz/holoviews/tree/master/holoviews/core/data/spatialpandas.py,SpatialPandasInterface,split$387,d.update({dim.name: row[dim.name] for dim in value_dims}),d.update({dim.name: row[dim.name] for dim in value_dims}),d.update({dim.name: row[dim.name] for dim in value_dims}),"tmp_DictComp0 = dict()
for dim in value_dims:
    tmp_DictComp0[dim.name] = row[dim.name]
d.update(tmp_DictComp0)",1,0,1,0
sentry,https://github.com/getsentry/sentry/tree/master/src/sentry/api/serializers/models/apitoken.py,ApiTokenSerializer,get_attrs$7,"apps = {d['id']: d for d in serialize({i.application for i in item_list if i.application_id}, user)}","apps = {d['id']: d for d in serialize({i.application for i in item_list if i.application_id}, user)}","apps = {d['id']: d for d in serialize({i.application for i in item_list if i.application_id}, user)}","apps = dict()
for d in serialize({i.application for i in item_list if i.application_id}, user):
    apps[d['id']] = d
",0,0,0,0
keras,https://github.com/keras-team/keras/tree/master/keras/callbacks_v1.py,TensorBoard,set_model$224,embeddings_metadata = {layer_name: self.embeddings_metadata for layer_name in embeddings_vars.keys()},embeddings_metadata = {layer_name: self.embeddings_metadata for layer_name in embeddings_vars.keys()},embeddings_metadata = {layer_name: self.embeddings_metadata for layer_name in embeddings_vars.keys()},"embeddings_metadata = dict()
for layer_name in embeddings_vars.keys():
    embeddings_metadata[layer_name] = self.embeddings_metadata
",0,0,0,0
clif,https://github.com/google/clif/tree/master/clif/python/pyext.py,Module,__init__$121,self.typemap = {t.lang_type: t.postconversion for t in typemap if t.postconversion},self.typemap = {t.lang_type: t.postconversion for t in typemap if t.postconversion},self.typemap = {t.lang_type: t.postconversion for t in typemap if t.postconversion},"self.typemap = dict()
for t in typemap:
    if t.postconversion:
        self.typemap[t.lang_type] = t.postconversion
",0,0,0,0
PaddleHub,https://github.com/PaddlePaddle/PaddleHub/tree/master/modules/video/multiple_object_tracking/jde_darknet53/dataset.py,MOTVideoStreamReader,to_tensor$246,batch = {key: self.to_tensor(batch[key]) for key in batch},batch = {key: self.to_tensor(batch[key]) for key in batch},batch = {key: self.to_tensor(batch[key]) for key in batch},"tmp_DictComp0 = dict()
for key in batch:
    tmp_DictComp0[key] = self.to_tensor(batch[key])
batch = tmp_DictComp0",1,0,1,0
sentry,https://github.com/getsentry/sentry/tree/master/tests/sentry/integrations/gitlab/test_integration.py,GitlabIntegrationTest,assert_setup_flow$38,"authorize_params = {k: v[0] for (k, v) in params.items()}","authorize_params = {k: v[0] for (k, v) in params.items()}","authorize_params = {k: v[0] for (k, v) in params.items()}","authorize_params = dict()
for (k, v) in params.items():
    authorize_params[k] = v[0]
",0,0,0,0
pretix,https://github.com/pretix/pretix/tree/master/src/pretix/base/models/orders.py,AbstractPosition,cache_answers$1336,question_cache = {q.pk: q for q in questions},question_cache = {q.pk: q for q in questions},question_cache = {q.pk: q for q in questions},"question_cache = dict()
for q in questions:
    question_cache[q.pk] = q
",0,0,0,0
jiant,https://github.com/nyu-mll/jiant/tree/master/jiant/proj/main/modeling/primary.py,JiantAlbertModel,get_mlm_weights_dict$442,"mlm_weights_dict = {strings.remove_prefix(k, 'predictions.'): v for (k, v) in weights_dict.items()}","mlm_weights_dict = {strings.remove_prefix(k, 'predictions.'): v for (k, v) in weights_dict.items()}","mlm_weights_dict = {strings.remove_prefix(k, 'predictions.'): v for (k, v) in weights_dict.items()}","mlm_weights_dict = dict()
for (k, v) in weights_dict.items():
    mlm_weights_dict[strings.remove_prefix(k, 'predictions.')] = v
",0,0,0,0
djongo,https://github.com/nesdis/djongo/tree/master/tests/django_tests/tests/v21/tests/model_formsets_regress/tests.py,FormfieldShouldDeleteFormTests,test_all_delete$451,"data.update({'form-%d-id' % i: user.pk for (i, user) in enumerate(User.objects.all())})","data.update({'form-%d-id' % i: user.pk for (i, user) in enumerate(User.objects.all())})","data.update({'form-%d-id' % i: user.pk for (i, user) in enumerate(User.objects.all())})","tmp_DictComp0 = dict()
for (i, user) in enumerate(User.objects.all()):
    tmp_DictComp0['form-%d-id' % i] = user.pk
data.update(tmp_DictComp0)",1,0,1,0
jurigged,https://github.com/breuleux/jurigged/tree/master/tests/test_generated.py,,make_shadow$223,"new_members = {x: make_shadow(y) for (x, y) in vars(obj).items()}","new_members = {x: make_shadow(y) for (x, y) in vars(obj).items()}","new_members = {x: make_shadow(y) for (x, y) in vars(obj).items()}","new_members = dict()
for (x, y) in vars(obj).items():
    new_members[x] = make_shadow(y)
",0,0,0,0
simpletransformers,https://github.com/ThilinaRajapakse/simpletransformers/tree/master/simpletransformers/retrieval/retrieval_model.py,RetrievalModel,_create_training_progress_scores$1736,"training_progress_scores = {**training_progress_scores, **{f'top_{k}_accuracy': [] for k in top_k_values}}","{**training_progress_scores, **{f'top_{k}_accuracy': [] for k in top_k_values}}","{**training_progress_scores, **{f'top_{k}_accuracy': [] for k in top_k_values}}","tmp_DictComp0 = dict()
for k in top_k_values:
    tmp_DictComp0[f'top_{k}_accuracy'] = []
training_progress_scores = {**training_progress_scores, **tmp_DictComp0}",1,0,1,0
scattertext,https://github.com/JasonKessler/scattertext/tree/master/scattertext/indexstore/IndexStoreFromList.py,IndexStoreFromList,build$6,"idxstore._val2i = {term: i for (i, term) in enumerate(values)}","idxstore._val2i = {term: i for (i, term) in enumerate(values)}","idxstore._val2i = {term: i for (i, term) in enumerate(values)}","idxstore._val2i = dict()
for (i, term) in enumerate(values):
    idxstore._val2i[term] = i
",0,0,0,0
sympy,https://github.com/sympy/sympy/tree/master/sympy/solvers/ode/systems.py,,simpsol$73,rep = {e: exp(canonicalise(e.args[0])) for e in term.atoms(exp)},rep = {e: exp(canonicalise(e.args[0])) for e in term.atoms(exp)},rep = {e: exp(canonicalise(e.args[0])) for e in term.atoms(exp)},"rep = dict()
for e in term.atoms(exp):
    rep[e] = exp(canonicalise(e.args[0]))
",0,0,0,0
PARL,https://github.com/PaddlePaddle/PARL/tree/master/benchmark/fluid/MADDPG/simple_agent.py,MAAgent,learn$126,feed_act = {'act' + str(i): target_act_next_n[i] for i in range(self.n)},feed_act = {'act' + str(i): target_act_next_n[i] for i in range(self.n)},feed_act = {'act' + str(i): target_act_next_n[i] for i in range(self.n)},"feed_act = dict()
for i in range(self.n):
    feed_act['act' + str(i)] = target_act_next_n[i]
",0,0,0,0
DataProfiler,https://github.com/capitalone/DataProfiler/tree/master/dataprofiler/profilers/helpers/report_helpers.py,,flat_dict$25,"return {str(key).replace(' ', '_') + separator + str(k) if key else k: v for (kk, vv) in od.items() for (k, v) in flat_dict(vv, separator, kk).items()} if isinstance(od, dict) else {key: od}","{str(key).replace(' ', '_') + separator + str(k) if key else k: v for (kk, vv) in od.items() for (k, v) in flat_dict(vv, separator, kk).items()} if isinstance(od, dict) else {key: od}","{str(key).replace(' ', '_') + separator + str(k) if key else k: v for (kk, vv) in od.items() for (k, v) in flat_dict(vv, separator, kk).items()} if isinstance(od, dict) else {key: od}","def my_comprehension_func(od, key):
    tmp_DictComp0 = dict()
    for (kk, vv) in od.items():
        for (k, v) in flat_dict(vv, separator, kk).items():
            tmp_DictComp0[str(key).replace(' ', '_') + separator + str(k) if key else k] = v
    return tmp_DictComp0
return my_comprehension_func(od, key) if isinstance(od, dict) else {key: od}",1,1,1,1
lattice,https://github.com/tensorflow/lattice/tree/master/tensorflow_lattice/python/lattice_lib.py,,project_by_dykstra$1830,last_change = {k: zeros for k in last_change},last_change = {k: zeros for k in last_change},last_change = {k: zeros for k in last_change},"tmp_DictComp0 = dict()
for k in last_change:
    tmp_DictComp0[k] = zeros
last_change = tmp_DictComp0",1,0,1,0
