repo_name,file_html,cl,me,stmt_code,parent_code,code,complicate_code,temporary_flag,create_fun_flag,tempor,func
hydrus,https://github.com/hydrusnetwork/hydrus/tree/master/hydrus/client/networking/ClientNetworkingDomain.py,NetworkDomainManager,_InitialiseFromSerialisableInfo$787,self._url_class_keys_to_display = {bytes.fromhex(serialisable_url_class_key) for serialisable_url_class_key in serialisable_url_class_keys_to_display},self._url_class_keys_to_display = {bytes.fromhex(serialisable_url_class_key) for serialisable_url_class_key in serialisable_url_class_keys_to_display},self._url_class_keys_to_display = {bytes.fromhex(serialisable_url_class_key) for serialisable_url_class_key in serialisable_url_class_keys_to_display},"self._url_class_keys_to_display = set()
for serialisable_url_class_key in serialisable_url_class_keys_to_display:
    self._url_class_keys_to_display.add(bytes.fromhex(serialisable_url_class_key))
",0,0,0,0
djongo,https://github.com/nesdis/djongo/tree/master/tests/django_tests/tests/v21/tests/syndication_tests/tests.py,FeedTestCase,assertCategories$53,"self.assertEqual({i.firstChild.wholeText for i in elem.childNodes if i.nodeName == 'category'}, set(expected))","self.assertEqual({i.firstChild.wholeText for i in elem.childNodes if i.nodeName == 'category'}, set(expected))","self.assertEqual({i.firstChild.wholeText for i in elem.childNodes if i.nodeName == 'category'}, set(expected))","tmp_SetComp0 = set()
for i in elem.childNodes:
    if i.nodeName == 'category':
        tmp_SetComp0.add(i.firstChild.wholeText)
self.assertEqual(tmp_SetComp0, set(expected))",1,0,1,0
YOLOF,https://github.com/megvii-model/YOLOF/tree/master/cvpods/data/base_dataset.py,,load_proposals_into_dataset$256,img_ids = set({str(record['image_id']) for record in dataset_dicts}),set({str(record['image_id']) for record in dataset_dicts}),set({str(record['image_id']) for record in dataset_dicts}),"tmp_SetComp0 = set()
for record in dataset_dicts:
    tmp_SetComp0.add(str(record['image_id']))
img_ids = set(tmp_SetComp0)",1,0,1,0
qiskit-terra,https://github.com/Qiskit/qiskit-terra/tree/master/test/python/transpiler/test_preset_passmanagers.py,TestPresetPassManager,test_respect_basis$200,circuit_ops = {node.name for node in dag.topological_op_nodes()},circuit_ops = {node.name for node in dag.topological_op_nodes()},circuit_ops = {node.name for node in dag.topological_op_nodes()},"circuit_ops = set()
for node in dag.topological_op_nodes():
    circuit_ops.add(node.name)
",0,0,0,0
pontoon,https://github.com/mozilla/pontoon/tree/master/pontoon/sync/changeset.py,ChangeSet,bulk_check_translations$529,changed_pks = {t.pk for t in self.changed_translations},changed_pks = {t.pk for t in self.changed_translations},changed_pks = {t.pk for t in self.changed_translations},"changed_pks = set()
for t in self.changed_translations:
    changed_pks.add(t.pk)
",0,0,0,0
Paddle,https://github.com/PaddlePaddle/Paddle/tree/master/python/paddle/fluid/contrib/slim/quantization/quantization_pass.py,ConvertToInt8Pass,_remove_unused_var_nodes$1520,all_used_vars = {n.node for n in all_used_vars},all_used_vars = {n.node for n in all_used_vars},all_used_vars = {n.node for n in all_used_vars},"tmp_SetComp0 = set()
for n in all_used_vars:
    tmp_SetComp0.add(n.node)
all_used_vars = tmp_SetComp0",1,0,1,0
neutron,https://github.com/openstack/neutron/tree/master/neutron/tests/functional/agent/test_ovs_lib.py,OVSBridgeTestCase,test_delete_ports$389,vifs = {self.create_ovs_vif_port().port_name for i in range(2)},vifs = {self.create_ovs_vif_port().port_name for i in range(2)},vifs = {self.create_ovs_vif_port().port_name for i in range(2)},"vifs = set()
for i in range(2):
    vifs.add(self.create_ovs_vif_port().port_name)
",0,0,0,0
poetry,https://github.com/sheepzh/poetry/tree/master/tests/installation/test_installer.py,,test_run_install_with_synchronization$670,assert expected_removals == {r.name for r in installer.executor.removals},expected_removals == {r.name for r in installer.executor.removals},expected_removals == {r.name for r in installer.executor.removals},"tmp_SetComp0 = set()
for r in installer.executor.removals:
    tmp_SetComp0.add(r.name)
assert expected_removals == tmp_SetComp0",1,0,1,0
hydrus,https://github.com/hydrusnetwork/hydrus/tree/master/hydrus/client/db/ClientDB.py,DB,_ClearOrphanTables$2568,"table_names = {'{}.{}'.format(db_name, table_name) for table_name in table_names}","table_names = {'{}.{}'.format(db_name, table_name) for table_name in table_names}","table_names = {'{}.{}'.format(db_name, table_name) for table_name in table_names}","tmp_SetComp0 = set()
for table_name in table_names:
    tmp_SetComp0.add('{}.{}'.format(db_name, table_name))
table_names = tmp_SetComp0",1,0,1,0
mongomock,https://github.com/mongomock/mongomock/tree/master/tests/test__collection_api.py,CollectionAPITest,test__with_options_different_read_concern$2167,"self.assertEqual({'col1', 'col2'}, {d['name'] for d in col2.find()})","self.assertEqual({'col1', 'col2'}, {d['name'] for d in col2.find()})","self.assertEqual({'col1', 'col2'}, {d['name'] for d in col2.find()})","tmp_SetComp0 = set()
for d in col2.find():
    tmp_SetComp0.add(d['name'])
self.assertEqual({'col1', 'col2'}, tmp_SetComp0)",1,0,1,0
cartography,https://github.com/lyft/cartography/tree/master/tests/integration/cartography/intel/aws/test_redshift.py,,test_load_redshift_cluster_data$9,actual_nodes = {n['n.id'] for n in nodes},actual_nodes = {n['n.id'] for n in nodes},actual_nodes = {n['n.id'] for n in nodes},"actual_nodes = set()
for n in nodes:
    actual_nodes.add(n['n.id'])
",0,0,0,0
django,https://github.com/django/django/tree/master/django/db/backends/base/schema.py,BaseDatabaseSchemaEditor,_delete_composed_index$452,meta_constraint_names = {constraint.name for constraint in model._meta.constraints},meta_constraint_names = {constraint.name for constraint in model._meta.constraints},meta_constraint_names = {constraint.name for constraint in model._meta.constraints},"meta_constraint_names = set()
for constraint in model._meta.constraints:
    meta_constraint_names.add(constraint.name)
",0,0,0,0
katrain,https://github.com/sanderland/katrain/tree/master/katrain/gui/badukpan.py,BadukPanWidget,draw_hover_contents$520,child_moves = {c.move.gtp() for c in current_node.children if c.move},child_moves = {c.move.gtp() for c in current_node.children if c.move},child_moves = {c.move.gtp() for c in current_node.children if c.move},"child_moves = set()
for c in current_node.children:
    if c.move:
        child_moves.add(c.move.gtp())
",0,0,0,0
sentry,https://github.com/getsentry/sentry/tree/master/src/sentry/api/serializers/models/activity.py,ActivitySerializer,get_attrs$15,pull_request_ids = {i.data['pull_request'] for i in item_list if i.type == ActivityType.SET_RESOLVED_IN_PULL_REQUEST.value},pull_request_ids = {i.data['pull_request'] for i in item_list if i.type == ActivityType.SET_RESOLVED_IN_PULL_REQUEST.value},pull_request_ids = {i.data['pull_request'] for i in item_list if i.type == ActivityType.SET_RESOLVED_IN_PULL_REQUEST.value},"pull_request_ids = set()
for i in item_list:
    if i.type == ActivityType.SET_RESOLVED_IN_PULL_REQUEST.value:
        pull_request_ids.add(i.data['pull_request'])
",0,0,0,0
hummingbot,https://github.com/CoinAlpha/hummingbot/tree/master/hummingbot/client/settings.py,AllConnectorSettings,get_eth_wallet_connector_names$434,return {cs.name for cs in cls.all_connector_settings.values() if cs.use_ethereum_wallet},return {cs.name for cs in cls.all_connector_settings.values() if cs.use_ethereum_wallet},return {cs.name for cs in cls.all_connector_settings.values() if cs.use_ethereum_wallet},"tmp_SetComp0 = set()
for cs in cls.all_connector_settings.values():
    if cs.use_ethereum_wallet:
        tmp_SetComp0.add(cs.name)
return tmp_SetComp0",1,0,1,0
checkov,https://github.com/bridgecrewio/checkov/tree/master/tests/common/runner_registry/test_runner_registry_plan_enrichment.py,TestRunnerRegistryEnrichment,test_skip_check_in_module$165,failed_check_ids = {c.check_id for c in report.failed_checks},failed_check_ids = {c.check_id for c in report.failed_checks},failed_check_ids = {c.check_id for c in report.failed_checks},"failed_check_ids = set()
for c in report.failed_checks:
    failed_check_ids.add(c.check_id)
",0,0,0,0
retopoflow,https://github.com/CGCookie/retopoflow/tree/master/retopoflow/rfmesh/rfmesh_wrapper.py,RFEdge,shared_faces$370,return {RFFace(f) for f in set(self.bmelem.link_faces) & set(bme.link_faces)},return {RFFace(f) for f in set(self.bmelem.link_faces) & set(bme.link_faces)},return {RFFace(f) for f in set(self.bmelem.link_faces) & set(bme.link_faces)},"tmp_SetComp0 = set()
for f in set(self.bmelem.link_faces) & set(bme.link_faces):
    tmp_SetComp0.add(RFFace(f))
return tmp_SetComp0",1,0,1,0
PythonProgrammingPuzzles,https://github.com/microsoft/PythonProgrammingPuzzles/tree/master/generators/probability.py,BirthdayParadoxMonteCarlo,sat$53,prob = sum((len({random.randrange(year_len) for i in range(n)}) < n for j in range(K))) / K,len({random.randrange(year_len) for i in range(n)}),len({random.randrange(year_len) for i in range(n)}),"def my_comprehension_func(range, n):
    tmp_SetComp0 = []
    for i in range(n):
        tmp_SetComp0.add(random.randrange(year_len))
    return tmp_SetComp0
prob = sum((len(my_comprehension_func(range, n)) < n for j in range(K))) / K",1,1,1,0
indico,https://github.com/indico/indico/tree/master/indico/modules/events/abstracts/util.py,,filter_field_values$417,return {field for field in active_fields if field.contribution_field.visibility != ContributionFieldVisibility.managers_only},return {field for field in active_fields if field.contribution_field.visibility != ContributionFieldVisibility.managers_only},return {field for field in active_fields if field.contribution_field.visibility != ContributionFieldVisibility.managers_only},"tmp_SetComp0 = set()
for field in active_fields:
    if field.contribution_field.visibility != ContributionFieldVisibility.managers_only:
        tmp_SetComp0.add(field)
return tmp_SetComp0",1,0,1,0
neutron,https://github.com/openstack/neutron/tree/master/neutron/objects/ports.py,Port,_get_ports_by_router$616,ports_rports_ids = {p.id for p in ports_rports},ports_rports_ids = {p.id for p in ports_rports},ports_rports_ids = {p.id for p in ports_rports},"ports_rports_ids = set()
for p in ports_rports:
    ports_rports_ids.add(p.id)
",0,0,0,0
great_expectations,https://github.com/great-expectations/great_expectations/tree/master/great_expectations/_version.py,,git_versions_from_keywords$171,"refs = {r.strip() for r in refnames.strip('()').split(',')}","refs = {r.strip() for r in refnames.strip('()').split(',')}","refs = {r.strip() for r in refnames.strip('()').split(',')}","refs = set()
for r in refnames.strip('()').split(','):
    refs.add(r.strip())
",0,0,0,0
Decentralized-Internet,https://github.com/Lonero-Team/Decentralized-Internet/tree/master/clusterpost/bigchaindb/bigchaindb/fastquery.py,FastQuery,filter_unspent_outputs$38,spends = {TransactionLink.from_dict(input_['fulfills']) for tx in txs for input_ in tx['inputs']},spends = {TransactionLink.from_dict(input_['fulfills']) for tx in txs for input_ in tx['inputs']},spends = {TransactionLink.from_dict(input_['fulfills']) for tx in txs for input_ in tx['inputs']},"spends = set()
for tx in txs:
    for input_ in tx['inputs']:
        spends.add(TransactionLink.from_dict(input_['fulfills']))
",0,0,0,0
zipline,https://github.com/quantopian/zipline/tree/master/tests/pipeline/test_term.py,SubDataSetTestCase,test_add_column$735,sub_col_names = {column.name for column in SubDataSetNewCol.columns},sub_col_names = {column.name for column in SubDataSetNewCol.columns},sub_col_names = {column.name for column in SubDataSetNewCol.columns},"sub_col_names = set()
for column in SubDataSetNewCol.columns:
    sub_col_names.add(column.name)
",0,0,0,0
sentry,https://github.com/getsentry/sentry/tree/master/src/sentry/utils/committers.py,,_get_commit_file_changes$92,"filenames = {next(tokenize_path(path), None) for path in path_name_set}","filenames = {next(tokenize_path(path), None) for path in path_name_set}","filenames = {next(tokenize_path(path), None) for path in path_name_set}","filenames = set()
for path in path_name_set:
    filenames.add(next(tokenize_path(path), None))
",0,0,0,0
airflow,https://github.com/apache/airflow/tree/master/tests/always/test_project_structure.py,TestGoogleProviderProjectStructure,test_missing_example_for_operator$274,example_paths = {path for example_dag in example_dags for path in get_imports_from_file(example_dag)},example_paths = {path for example_dag in example_dags for path in get_imports_from_file(example_dag)},example_paths = {path for example_dag in example_dags for path in get_imports_from_file(example_dag)},"example_paths = set()
for example_dag in example_dags:
    for path in get_imports_from_file(example_dag):
        example_paths.add(path)
",0,0,0,0
saleor,https://github.com/saleor/saleor/tree/master/saleor/product/tests/test_category.py,,test_delete_categories$22,assert set(call_kwargs['product_ids']) == {p.pk for p in product_list},set(call_kwargs['product_ids']) == {p.pk for p in product_list},set(call_kwargs['product_ids']) == {p.pk for p in product_list},"tmp_SetComp0 = set()
for p in product_list:
    tmp_SetComp0.add(p.pk)
assert set(call_kwargs['product_ids']) == tmp_SetComp0",1,0,1,0
aws-parallelcluster,https://github.com/aws/aws-parallelcluster/tree/master/cli/src/pcluster/aws/aws_resources.py,InstanceTypeInfo,gpu_manufacturer$174,"gpu_manufacturers = list({gpu.get('Manufacturer', '') for gpu in gpu_info.get('Gpus', [])})","list({gpu.get('Manufacturer', '') for gpu in gpu_info.get('Gpus', [])})","list({gpu.get('Manufacturer', '') for gpu in gpu_info.get('Gpus', [])})","tmp_SetComp0 = set()
for gpu in gpu_info.get('Gpus', []):
    tmp_SetComp0.add(gpu.get('Manufacturer', ''))
gpu_manufacturers = list(tmp_SetComp0)",1,0,1,0
IPProxyPool,https://github.com/qiyeboy/IPProxyPool/tree/master/db/RedisHelper.py,RedisHelper,get_keys$38,"select_keys = {self.get_index_name(key, conditions[key]) for key in conditions.keys() if key in self.index_names}","select_keys = {self.get_index_name(key, conditions[key]) for key in conditions.keys() if key in self.index_names}","select_keys = {self.get_index_name(key, conditions[key]) for key in conditions.keys() if key in self.index_names}","select_keys = set()
for key in conditions.keys():
    if key in self.index_names:
        select_keys.add(self.get_index_name(key, conditions[key]))
",0,0,0,0
pykeen,https://github.com/pykeen/pykeen/tree/master/src/pykeen/triples/analysis.py,,iter_unary_patterns$211,"rev_ht = {(t, h) for (h, t) in ht}","rev_ht = {(t, h) for (h, t) in ht}","rev_ht = {(t, h) for (h, t) in ht}","rev_ht = set()
for (h, t) in ht:
    rev_ht.add((t, h))
",0,0,0,0
micropython-lib,https://github.com/micropython/micropython-lib/tree/master/python-stdlib/glob/test_glob.py,GlobTests,test_glob_literal$60,"self.assertEqual({type(r) for r in res}, {str})","self.assertEqual({type(r) for r in res}, {str})","self.assertEqual({type(r) for r in res}, {str})","tmp_SetComp0 = set()
for r in res:
    tmp_SetComp0.add(type(r))
self.assertEqual(tmp_SetComp0, {str})",1,0,1,0
wagtail,https://github.com/wagtail/wagtail/tree/master/wagtail/search/tests/test_backends.py,BackendTests,test_plain_text_multiple_words_or$554,"self.assertSetEqual({r.title for r in results}, {'JavaScript: The Definitive Guide', 'JavaScript: The good parts'})","self.assertSetEqual({r.title for r in results}, {'JavaScript: The Definitive Guide', 'JavaScript: The good parts'})","self.assertSetEqual({r.title for r in results}, {'JavaScript: The Definitive Guide', 'JavaScript: The good parts'})","tmp_SetComp0 = set()
for r in results:
    tmp_SetComp0.add(r.title)
self.assertSetEqual(tmp_SetComp0, {'JavaScript: The Definitive Guide', 'JavaScript: The good parts'})",1,0,1,0
raster-vision,https://github.com/azavea/raster-vision/tree/master/rastervision_core/rastervision/core/data/dataset_config.py,DatasetConfig,update$34,self.scene_groups['test_scenes'] = {s.id for s in self.test_scenes},self.scene_groups['test_scenes'] = {s.id for s in self.test_scenes},self.scene_groups['test_scenes'] = {s.id for s in self.test_scenes},"tmp_SetComp0 = set()
for s in self.test_scenes:
    tmp_SetComp0.add(s.id)
self.scene_groups['test_scenes'] = tmp_SetComp0",1,0,1,0
