repo_name,file_html,cl,me,complicate_code,simple_code
salt,https://github.com/saltstack/salt/tree/master/salt/modules/yumpkg.py,,_yum_pkginfo$205,"for (key, value) in zip(keys, values):
    if key == 'name':
        try:
            (cur['name'], cur['arch']) = value.rsplit('.', 1)
        except ValueError:
            cur['name'] = value
            cur['arch'] = osarch
        cur['name'] = salt.utils.pkg.rpm.resolve_name(cur['name'], cur['arch'], osarch)
    else:
        if key == 'version':
            value = value.rstrip('-')
        elif key == 'repoid':
            value = value.lstrip('@')
        cur[key] = value
        if key == 'repoid':
            pkginfo = salt.utils.pkg.rpm.pkginfo(**cur)
            cur = {}
            if pkginfo is not None:
                yield pkginfo","for e_target in zip(keys, values):
    value = e_target[1]
    key = e_target[0]
    if key == 'name':
        try:
            (cur['name'], cur['arch']) = value.rsplit('.', 1)
        except ValueError:
            cur['name'] = value
            cur['arch'] = osarch
        cur['name'] = salt.utils.pkg.rpm.resolve_name(cur['name'], cur['arch'], osarch)
    else:
        if key == 'version':
            value = value.rstrip('-')
        elif key == 'repoid':
            value = value.lstrip('@')
        cur[key] = value
        if key == 'repoid':
            pkginfo = salt.utils.pkg.rpm.pkginfo(**cur)
            cur = {}
            if pkginfo is not None:
                yield pkginfo"
3D-ResNets-PyTorch,https://github.com/kenshohara/3D-ResNets-PyTorch/tree/master//validation.py,,val_epoch$11,"for (i, (inputs, targets)) in enumerate(data_loader):
    data_time.update(time.time() - end_time)
    targets = targets.to(device, non_blocking=True)
    outputs = model(inputs)
    loss = criterion(outputs, targets)
    acc = calculate_accuracy(outputs, targets)
    losses.update(loss.item(), inputs.size(0))
    accuracies.update(acc, inputs.size(0))
    batch_time.update(time.time() - end_time)
    end_time = time.time()
    print('Epoch: [{0}][{1}/{2}]\tTime {batch_time.val:.3f} ({batch_time.avg:.3f})\tData {data_time.val:.3f} ({data_time.avg:.3f})\tLoss {loss.val:.4f} ({loss.avg:.4f})\tAcc {acc.val:.3f} ({acc.avg:.3f})'.format(epoch, i + 1, len(data_loader), batch_time=batch_time, data_time=data_time, loss=losses, acc=accuracies))","for e_target in enumerate(data_loader):
    targets = e_target[1][1]
    inputs = e_target[1][0]
    i = e_target[0]
    data_time.update(time.time() - end_time)
    targets = targets.to(device, non_blocking=True)
    outputs = model(inputs)
    loss = criterion(outputs, targets)
    acc = calculate_accuracy(outputs, targets)
    losses.update(loss.item(), inputs.size(0))
    accuracies.update(acc, inputs.size(0))
    batch_time.update(time.time() - end_time)
    end_time = time.time()
    print('Epoch: [{0}][{1}/{2}]\tTime {batch_time.val:.3f} ({batch_time.avg:.3f})\tData {data_time.val:.3f} ({data_time.avg:.3f})\tLoss {loss.val:.4f} ({loss.avg:.4f})\tAcc {acc.val:.3f} ({acc.avg:.3f})'.format(epoch, i + 1, len(data_loader), batch_time=batch_time, data_time=data_time, loss=losses, acc=accuracies))"
kivy,https://github.com/kivy/kivy/tree/master/kivy/uix/textinput.py,TextInput,cursor_index$615,"for (_, line, flag) in zip(range(min(cursor_row, len(lines))), lines, flags):
    index += len(line)
    if flag & FL_IS_LINEBREAK:
        index += 1","for e_target in zip(range(min(cursor_row, len(lines))), lines, flags):
    flag = e_target[2]
    line = e_target[1]
    _ = e_target[0]
    index += len(line)
    if flag & FL_IS_LINEBREAK:
        index += 1"
checkmk,https://github.com/tribe29/checkmk/tree/master/cmk/gui/valuespec.py,CascadingDropdown,validate_datatype$3252,"for (nr, (val, _title, vs)) in enumerate(choices):
    if value == val or (isinstance(value, tuple) and value[0] == val):
        if vs:
            if not isinstance(value, tuple) or len(value) != 2:
                raise MKUserError(varprefix + '_sel', _('Value must be a tuple with two elements.'))
            vs.validate_datatype(value[1], varprefix + '_%d' % nr)
        return","for e_target in enumerate(choices):
    vs = e_target[1][2]
    _title = e_target[1][1]
    val = e_target[1][0]
    nr = e_target[0]
    if value == val or (isinstance(value, tuple) and value[0] == val):
        if vs:
            if not isinstance(value, tuple) or len(value) != 2:
                raise MKUserError(varprefix + '_sel', _('Value must be a tuple with two elements.'))
            vs.validate_datatype(value[1], varprefix + '_%d' % nr)
        return"
open_model_zoo,https://github.com/openvinotoolkit/open_model_zoo/tree/master/tools/accuracy_checker/openvino/tools/accuracy_checker/metrics/coco_metrics.py,MSCOCOAveragePrecision,prepare_summary$197,"for (i, ref_i) in enumerate(ref):
    j = np.where(fppi_tmp <= ref_i)[-1][-1]
    ref[i] = mr_tmp[j]","for e_target in enumerate(ref):
    ref_i = e_target[1]
    i = e_target[0]
    j = np.where(fppi_tmp <= ref_i)[-1][-1]
    ref[i] = mr_tmp[j]"
ansible-modules-core,https://github.com/ansible/ansible-modules-core/tree/master/network/nxos/nxos_pim.py,CustomNetworkConfig,add$136,"for (index, p) in enumerate(parents):
    try:
        i = index + 1
        obj = self.get_section_objects(parents[:i])[0]
        ancestors.append(obj)
    except ValueError:
        offset = index * self.indent
        obj = ConfigLine(p)
        obj.raw = p.rjust(len(p) + offset)
        if ancestors:
            obj.parents = list(ancestors)
            ancestors[-1].children.append(obj)
        self.items.append(obj)
        ancestors.append(obj)","for e_target in enumerate(parents):
    p = e_target[1]
    index = e_target[0]
    try:
        i = index + 1
        obj = self.get_section_objects(parents[:i])[0]
        ancestors.append(obj)
    except ValueError:
        offset = index * self.indent
        obj = ConfigLine(p)
        obj.raw = p.rjust(len(p) + offset)
        if ancestors:
            obj.parents = list(ancestors)
            ancestors[-1].children.append(obj)
        self.items.append(obj)
        ancestors.append(obj)"
deoplete-go,https://github.com/deoplete-plugins/deoplete-go/tree/master/benchmark/benchmark.py,,print_results$38,"for (suite_name, suite_results) in results.items():
    print(suite_name)
    print('-' * 20)
    for (module_name, result) in sorted(suite_results.items(), key=lambda x: x[1]):
        print('{:10} {:.5f} s'.format(module_name, result))
    print()","for e_target in results.items():
    suite_results = e_target[1]
    suite_name = e_target[0]
    print(suite_name)
    print('-' * 20)
    for (module_name, result) in sorted(suite_results.items(), key=lambda x: x[1]):
        print('{:10} {:.5f} s'.format(module_name, result))
    print()"
PaddleDetection,https://github.com/PaddlePaddle/PaddleDetection/tree/master/ppdet/modeling/necks/yolo_fpn.py,PPYOLOPAN,__init__$791,"for (i, ch_in) in enumerate(self.in_channels[::-1]):
    if i > 0:
        ch_in += 512 // 2 ** (i - 1)
    channel = 512 // 2 ** i
    base_cfg = []
    for j in range(self.conv_block_num):
        base_cfg += [['{}.0'.format(j), ConvBNLayer, [channel, channel, 1], dict(padding=0, act=act, norm_type=norm_type)], ['{}.1'.format(j), ConvBNLayer, [channel, channel, 3], dict(padding=1, act=act, norm_type=norm_type)]]
    if i == 0 and self.spp:
        base_cfg[3] = ['spp', SPP, [channel * 4, channel, 1], dict(pool_size=[5, 9, 13], act=act, norm_type=norm_type)]
    cfg = base_cfg[:4] + dropblock_cfg + base_cfg[4:]
    name = 'fpn.{}'.format(i)
    fpn_block = self.add_sublayer(name, PPYOLODetBlockCSP(cfg, ch_in, channel, act, norm_type, name, data_format))
    self.fpn_blocks.append(fpn_block)
    fpn_channels.append(channel * 2)
    if i < self.num_blocks - 1:
        name = 'fpn_transition.{}'.format(i)
        route = self.add_sublayer(name, ConvBNLayer(ch_in=channel * 2, ch_out=channel, filter_size=1, stride=1, padding=0, act=act, norm_type=norm_type, data_format=data_format, name=name))
        self.fpn_routes.append(route)","for e_target in enumerate(self.in_channels[::-1]):
    ch_in = e_target[1]
    i = e_target[0]
    if i > 0:
        ch_in += 512 // 2 ** (i - 1)
    channel = 512 // 2 ** i
    base_cfg = []
    for j in range(self.conv_block_num):
        base_cfg += [['{}.0'.format(j), ConvBNLayer, [channel, channel, 1], dict(padding=0, act=act, norm_type=norm_type)], ['{}.1'.format(j), ConvBNLayer, [channel, channel, 3], dict(padding=1, act=act, norm_type=norm_type)]]
    if i == 0 and self.spp:
        base_cfg[3] = ['spp', SPP, [channel * 4, channel, 1], dict(pool_size=[5, 9, 13], act=act, norm_type=norm_type)]
    cfg = base_cfg[:4] + dropblock_cfg + base_cfg[4:]
    name = 'fpn.{}'.format(i)
    fpn_block = self.add_sublayer(name, PPYOLODetBlockCSP(cfg, ch_in, channel, act, norm_type, name, data_format))
    self.fpn_blocks.append(fpn_block)
    fpn_channels.append(channel * 2)
    if i < self.num_blocks - 1:
        name = 'fpn_transition.{}'.format(i)
        route = self.add_sublayer(name, ConvBNLayer(ch_in=channel * 2, ch_out=channel, filter_size=1, stride=1, padding=0, act=act, norm_type=norm_type, data_format=data_format, name=name))
        self.fpn_routes.append(route)"
checkmk,https://github.com/tribe29/checkmk/tree/master/cmk/base/plugins/agent_based/utils/interfaces.py,,discover_interfaces$514,"for (item, discovered_params, index, index_as_item, labels) in pre_inventory:
    if not index_as_item and n_times_item_seen[item] > 1:
        new_item = '%s %d' % (item, index)
    else:
        new_item = item
    yield Service(item=new_item, parameters=dict(discovered_params), labels=[ServiceLabel(key, value) for (key, value) in labels.items()] if labels else None)","for e_target in pre_inventory:
    labels = e_target[4]
    index_as_item = e_target[3]
    index = e_target[2]
    discovered_params = e_target[1]
    item = e_target[0]
    if not index_as_item and n_times_item_seen[item] > 1:
        new_item = '%s %d' % (item, index)
    else:
        new_item = item
    yield Service(item=new_item, parameters=dict(discovered_params), labels=[ServiceLabel(key, value) for (key, value) in labels.items()] if labels else None)"
nilearn,https://github.com/nilearn/nilearn/tree/master/nilearn/_utils/niimg_conversions.py,,_check_same_fov$33,"for ((a_name, a_img), (b_name, b_img)) in itertools.combinations(kwargs.items(), 2):
    if not a_img.shape[:3] == b_img.shape[:3]:
        errors.append((a_name, b_name, 'shape'))
    if not np.allclose(a_img.affine, b_img.affine):
        errors.append((a_name, b_name, 'affine'))","for e_target in itertools.combinations(kwargs.items(), 2):
    b_img = e_target[1][1]
    b_name = e_target[1][0]
    a_img = e_target[0][1]
    a_name = e_target[0][0]
    if not a_img.shape[:3] == b_img.shape[:3]:
        errors.append((a_name, b_name, 'shape'))
    if not np.allclose(a_img.affine, b_img.affine):
        errors.append((a_name, b_name, 'affine'))"
capa,https://github.com/mandiant/capa/tree/master/capa/main.py,,get_signatures$542,"for (root, dirs, files) in os.walk(sigs_path):
    for file in files:
        if file.endswith(('.pat', '.pat.gz', '.sig')):
            sig_path = os.path.join(root, file)
            paths.append(sig_path)","for e_target in os.walk(sigs_path):
    files = e_target[2]
    dirs = e_target[1]
    root = e_target[0]
    for file in files:
        if file.endswith(('.pat', '.pat.gz', '.sig')):
            sig_path = os.path.join(root, file)
            paths.append(sig_path)"
nova,https://github.com/openstack/nova/tree/master/nova/virt/libvirt/config.py,LibvirtConfigCapsGuestDomain,format_dom$657,"for (alias, machine) in self.aliases.items():
    domain.append(self._text_node('machine', alias, **machine))","for e_target in self.aliases.items():
    machine = e_target[1]
    alias = e_target[0]
    domain.append(self._text_node('machine', alias, **machine))"
graph_nets,https://github.com/deepmind/graph_nets/tree/master/graph_nets/utils_np.py,,_populate_number_fields$475,"for (number_field, data_field) in [[N_NODE, NODES], [N_EDGE, RECEIVERS]]:
    if dct.get(number_field) is None:
        if dct[data_field] is not None:
            dct[number_field] = np.array(np.shape(dct[data_field])[0], dtype=np.int32)
        else:
            dct[number_field] = np.array(0, dtype=np.int32)","for e_target in [[N_NODE, NODES], [N_EDGE, RECEIVERS]]:
    data_field = e_target[1]
    number_field = e_target[0]
    if dct.get(number_field) is None:
        if dct[data_field] is not None:
            dct[number_field] = np.array(np.shape(dct[data_field])[0], dtype=np.int32)
        else:
            dct[number_field] = np.array(0, dtype=np.int32)"
calamari,https://github.com/Calamari-OCR/calamari/tree/master/calamari_ocr/ocr/dataset/datareader/pagexml/reader.py,PageXMLReader,__init__$247,"for (img, xml) in zip(params.images, params.xml_files):
    loader = PageXMLDatasetLoader(self.mode, params.non_existing_as_empty, params.text_index, params.skip_invalid, params.skip_commented)
    for sample in loader.load(img, xml):
        self.add_sample(sample)
    self.pages[split_all_ext(xml)[0]] = loader.root","for e_target in zip(params.images, params.xml_files):
    xml = e_target[1]
    img = e_target[0]
    loader = PageXMLDatasetLoader(self.mode, params.non_existing_as_empty, params.text_index, params.skip_invalid, params.skip_commented)
    for sample in loader.load(img, xml):
        self.add_sample(sample)
    self.pages[split_all_ext(xml)[0]] = loader.root"
petastorm,https://github.com/uber/petastorm/tree/master/petastorm/tf_utils.py,,_flatten$140,"for (index, key) in enumerate(sorted(data.keys())):
    data_dict = data[key]._asdict()
    for subkey in data_dict:
        encoded_key = subkey + '_' + str(index)
        flattened[encoded_key] = data_dict[subkey]","for e_target in enumerate(sorted(data.keys())):
    key = e_target[1]
    index = e_target[0]
    data_dict = data[key]._asdict()
    for subkey in data_dict:
        encoded_key = subkey + '_' + str(index)
        flattened[encoded_key] = data_dict[subkey]"
