repo_name,file_html,cl,me,code,complicate_code,has_break,,
angr-doc,https://github.com/angr/angr-doc/tree/master/examples/insomnihack_aeg/solve.py,,main$55,"for buf_addr in find_symbolic_buffer(ep, len(shellcode)):
    l.info('found symbolic buffer at %#x', buf_addr)
    memory = ep.memory.load(buf_addr, len(shellcode))
    sc_bvv = ep.solver.BVV(shellcode)
    if ep.satisfiable(extra_constraints=(memory == sc_bvv, ep.regs.pc == buf_addr)):
        l.info('found buffer for shellcode, completing exploit')
        ep.add_constraints(memory == sc_bvv)
        l.info('pointing pc towards shellcode buffer')
        ep.add_constraints(ep.regs.pc == buf_addr)
        break
else:
    l.warning(""couldn't find a symbolic buffer for our shellcode! exiting..."")
    return 1","flag_else = 1

for buf_addr in find_symbolic_buffer(ep, len(shellcode)):
    l.info('found symbolic buffer at %#x', buf_addr)
    memory = ep.memory.load(buf_addr, len(shellcode))
    sc_bvv = ep.solver.BVV(shellcode)
    if ep.satisfiable(extra_constraints=(memory == sc_bvv, ep.regs.pc == buf_addr)):
        l.info('found buffer for shellcode, completing exploit')
        ep.add_constraints(memory == sc_bvv)
        l.info('pointing pc towards shellcode buffer')
        ep.add_constraints(ep.regs.pc == buf_addr)
        flag_else = 0
        break
if flag_else:
    l.warning(""couldn't find a symbolic buffer for our shellcode! exiting..."")
    return 1",1,FALSE,
pycparser,https://github.com/eliben/pycparser/tree/master/pycparser/ply/yacc.py,LRGeneratedTable,compute_nullable_nonterminals$2254,"for t in p.prod:
    if t not in nullable:
        break
else:
    nullable.add(p.name)","flag_else = 1

for t in p.prod:
    if t not in nullable:
        flag_else = 0
        break
if flag_else:
    nullable.add(p.name)",1,FALSE,
pyrogram,https://github.com/pyrogram/pyrogram/tree/master/compiler/docs/compiler.py,,build$45,"for node in ast.walk(p):
    if isinstance(node, ast.ClassDef):
        name = node.name
        break
else:
    continue","flag_else = 1

for node in ast.walk(p):
    if isinstance(node, ast.ClassDef):
        name = node.name
        flag_else = 0
        break
if flag_else:
    continue",1,FALSE,
nltk,https://github.com/nltk/nltk/tree/master/nltk/draw/util.py,SymbolWidget,symbolsheet$892,"for (k, v) in list(SymbolWidget.SYMBOLS.items()):
    if v == chr(i):
        text.insert('end', '%-10s\t' % k)
        break
else:
    text.insert('end', '%-10d  \t' % i)","flag_else = 1

for (k, v) in list(SymbolWidget.SYMBOLS.items()):
    if v == chr(i):
        text.insert('end', '%-10s\t' % k)
        flag_else = 0
        break
if flag_else:
    text.insert('end', '%-10d  \t' % i)",1,FALSE,
sfepy,https://github.com/sfepy/sfepy/tree/master/sfepy/discrete/fem/fields_base.py,VolumeField,_setup_geometry$1139,"for (key, gel) in six.iteritems(self.domain.geom_els):
    ct = cmesh.cell_types
    if (ct[self.region.cells] == cmesh.key_to_index[gel.name]).all():
        self.gel = gel
        break
else:
    raise ValueError('region %s of field %s contains multiple reference geometries!' % (self.region.name, self.name))","flag_else = 1

for (key, gel) in six.iteritems(self.domain.geom_els):
    ct = cmesh.cell_types
    if (ct[self.region.cells] == cmesh.key_to_index[gel.name]).all():
        self.gel = gel
        flag_else = 0
        break
if flag_else:
    raise ValueError('region %s of field %s contains multiple reference geometries!' % (self.region.name, self.name))",1,FALSE,
nvda,https://github.com/nvaccess/nvda/tree/master/source/vision/visionHandler.py,,_getProviderClass$28,"for (loader, name, isPkg) in pkgutil.iter_modules(visionEnhancementProviders.__path__):
    if name.startswith('_') or name.lower() != moduleName.lower():
        continue
    return importlib.import_module('visionEnhancementProviders.%s' % name, package='visionEnhancementProviders').VisionEnhancementProvider
else:
    raise initialException","for (loader, name, isPkg) in pkgutil.iter_modules(visionEnhancementProviders.__path__):
    if name.startswith('_') or name.lower() != moduleName.lower():
        continue
    return importlib.import_module('visionEnhancementProviders.%s' % name, package='visionEnhancementProviders').VisionEnhancementProvider

raise initialException
",0,TRUE,
attic,https://github.com/jborg/attic/tree/master/attic/archive.py,RobustUnpacker,__next__$493,"for pattern in self.item_keys:
    if data[1:].startswith(pattern):
        break
else:
    data = data[1:]
    continue","flag_else = 1

for pattern in self.item_keys:
    if data[1:].startswith(pattern):
        flag_else = 0
        break
if flag_else:
    data = data[1:]
    continue",1,FALSE,
highway-env,https://github.com/eleurent/highway-env/tree/master/highway_env/envs/racetrack_env.py,RacetrackEnv,_make_vehicles$176,"for v in self.road.vehicles:
    if np.linalg.norm(vehicle.position - v.position) < 20:
        break
else:
    self.road.vehicles.append(vehicle)","flag_else = 1

for v in self.road.vehicles:
    if np.linalg.norm(vehicle.position - v.position) < 20:
        flag_else = 0
        break
if flag_else:
    self.road.vehicles.append(vehicle)",1,FALSE,
Montreal-Forced-Aligner,https://github.com/MontrealCorpusTools/Montreal-Forced-Aligner/tree/master/montreal_forced_aligner/models.py,DictionaryModel,__init__$910,"for (phone_set, pattern) in patterns.items():
    if pattern.search(line):
        counts[phone_set] += 1
        break
else:
    counts[PhoneSetType.UNKNOWN] += 1
    continue","flag_else = 1

for (phone_set, pattern) in patterns.items():
    if pattern.search(line):
        counts[phone_set] += 1
        flag_else = 0
        break
if flag_else:
    counts[PhoneSetType.UNKNOWN] += 1
    continue",1,FALSE,
keystone,https://github.com/openstack/keystone/tree/master/keystone/tests/unit/test_v3_auth.py,TestTokenRevokeApi,assertEventDataInList$3656,"for (key, value) in kwargs.items():
    try:
        if e[key] != value:
            break
    except KeyError:
        break
else:
    found = True","flag_else = 1

for (key, value) in kwargs.items():
    try:
        if e[key] != value:
            flag_else = 0
            break
    except KeyError:
        flag_else = 0
        break
if flag_else:
    found = True",2,FALSE,
swift,https://github.com/openstack/swift/tree/master/test/functional/test_symlink.py,TestSymlinkToSloSegments,test_slo_container_listing$1719,"for f_dict in listing:
    if f_dict['name'] == file_item.name:
        self.assertEqual(1024 * 1024, f_dict['bytes'])
        self.assertEqual('application/octet-stream', f_dict['content_type'])
        if tf.cluster_info.get('etag_quoter', {}).get('enable_by_default'):
            self.assertEqual(manifest_etag, '""%s""' % f_dict['hash'])
        else:
            self.assertEqual(manifest_etag, f_dict['hash'])
        self.assertEqual(slo_etag, f_dict['slo_etag'])
        break
else:
    self.fail('Failed to find manifest file in container listing')","flag_else = 1

for f_dict in listing:
    if f_dict['name'] == file_item.name:
        self.assertEqual(1024 * 1024, f_dict['bytes'])
        self.assertEqual('application/octet-stream', f_dict['content_type'])
        if tf.cluster_info.get('etag_quoter', {}).get('enable_by_default'):
            self.assertEqual(manifest_etag, '""%s""' % f_dict['hash'])
        else:
            self.assertEqual(manifest_etag, f_dict['hash'])
        self.assertEqual(slo_etag, f_dict['slo_etag'])
        flag_else = 0
        break
if flag_else:
    self.fail('Failed to find manifest file in container listing')",1,FALSE,
Hitomi-Downloader,https://github.com/KurtBestor/Hitomi-Downloader/tree/master/src/extractor/manatoki_downloader.py,Downloader_manatoki,init$55,"for (i, page) in enumerate(get_pages(url_page, self.soup)):
    if page.id == int(op['value']):
        break
else:
    raise Exception('can not find page')","flag_else = 1

for (i, page) in enumerate(get_pages(url_page, self.soup)):
    if page.id == int(op['value']):
        flag_else = 0
        break
if flag_else:
    raise Exception('can not find page')",1,FALSE,
python-driver,https://github.com/datastax/python-driver/tree/master/tests/integration/standard/test_cluster.py,ClusterTests,test_trace_unavailable$619,"for i in range(max_retry_count):
    future = session.execute_async(statement, trace=True)
    future.result()
    try:
        result = future.get_query_trace(-1.0)
        self._check_trace(result)
    except TraceUnavailable:
        break
else:
    raise Exception(""get_query_trace didn't raise TraceUnavailable after {} tries"".format(max_retry_count))","flag_else = 1

for i in range(max_retry_count):
    future = session.execute_async(statement, trace=True)
    future.result()
    try:
        result = future.get_query_trace(-1.0)
        self._check_trace(result)
    except TraceUnavailable:
        flag_else = 0
        break
if flag_else:
    raise Exception(""get_query_trace didn't raise TraceUnavailable after {} tries"".format(max_retry_count))",1,FALSE,
astropy,https://github.com/astropy/astropy/tree/master/astropy/utils/metadata.py,,merge$326,"for (left_type, right_type, merge_cls) in MERGE_STRATEGIES:
    if not merge_cls.enabled:
        continue
    if isinstance(left[key], left_type) and isinstance(right[key], right_type):
        out[key] = merge_cls.merge(left[key], right[key])
        break
else:
    raise MergeConflictError","flag_else = 1

for (left_type, right_type, merge_cls) in MERGE_STRATEGIES:
    if not merge_cls.enabled:
        continue
    if isinstance(left[key], left_type) and isinstance(right[key], right_type):
        out[key] = merge_cls.merge(left[key], right[key])
        flag_else = 0
        break
if flag_else:
    raise MergeConflictError",1,FALSE,
enterprise_gateway,https://github.com/jupyter/enterprise_gateway/tree/master/enterprise_gateway/tests/test_handlers.py,TestDefaults,test_kernel_comm$349,"for _ in range(8):
    msg = (yield ws.read_message())
    msg = json_decode(msg)
    print(f""test_kernel_comm, msg_type: {msg['msg_type']}"")
    if msg['msg_type'] == 'kernel_info_reply':
        break
else:
    self.assertTrue(False, 'never received kernel_info_reply')","flag_else = 1

for _ in range(8):
    msg = (yield ws.read_message())
    msg = json_decode(msg)
    print(f""test_kernel_comm, msg_type: {msg['msg_type']}"")
    if msg['msg_type'] == 'kernel_info_reply':
        flag_else = 0
        break
if flag_else:
    self.assertTrue(False, 'never received kernel_info_reply')",1,FALSE,
UnityPack,https://github.com/HearthSim/UnityPack/tree/master/unitypack/assetbundle.py,ArchiveBlockStorage,seek_to_block$238,"for b in self.blocks:
    if ofs + b.uncompressed_size > pos:
        self.current_block = b
        break
    baseofs += b.compressed_size
    ofs += b.uncompressed_size
else:
    self.current_block = None
    self.current_stream = BytesIO(b'')
    return","flag_else = 1

for b in self.blocks:
    if ofs + b.uncompressed_size > pos:
        self.current_block = b
        flag_else = 0
        break
    baseofs += b.compressed_size
    ofs += b.uncompressed_size
if flag_else:
    self.current_block = None
    self.current_stream = BytesIO(b'')
    return",1,FALSE,
astropy,https://github.com/astropy/astropy/tree/master/astropy/time/formats.py,TimeNumeric,_check_val_type$467,"for (subfmt, dtype, convert, _) in subfmts:
    if np.issubdtype(val_dtype, dtype):
        break
else:
    raise ValueError('input type not among selected sub-formats.')","flag_else = 1

for (subfmt, dtype, convert, _) in subfmts:
    if np.issubdtype(val_dtype, dtype):
        flag_else = 0
        break
if flag_else:
    raise ValueError('input type not among selected sub-formats.')",1,FALSE,
ShivyC,https://github.com/ShivamSarodia/ShivyC/tree/master/shivyc/parser/expression.py,,parse_series$262,"for s in separators:
    if token_is(index, s):
        break
else:
    return (cur, index)","flag_else = 1

for s in separators:
    if token_is(index, s):
        flag_else = 0
        break
if flag_else:
    return (cur, index)",1,FALSE,
koalas,https://github.com/databricks/koalas/tree/master/databricks/koalas/internal.py,InternalFrame,arguments_for_restore_index$954,"for (index_spark_column_name, index_spark_column) in zip(self.index_spark_column_names, self.index_spark_columns):
    if spark_column._jc.equals(index_spark_column._jc):
        column_names.append(index_spark_column_name)
        break
else:
    column_names.append(column_name)
    if isinstance(dtype, extension_dtypes):
        ext_dtypes[column_name] = dtype
    elif isinstance(dtype, CategoricalDtype):
        categorical_dtypes[column_name] = dtype","flag_else = 1

for (index_spark_column_name, index_spark_column) in zip(self.index_spark_column_names, self.index_spark_columns):
    if spark_column._jc.equals(index_spark_column._jc):
        column_names.append(index_spark_column_name)
        flag_else = 0
        break
if flag_else:
    column_names.append(column_name)
    if isinstance(dtype, extension_dtypes):
        ext_dtypes[column_name] = dtype
    elif isinstance(dtype, CategoricalDtype):
        categorical_dtypes[column_name] = dtype",1,FALSE,
