repo_name,file_html,cl,me,simple_code,cmplete_code,count_tmp,count_targets,count_star_total,count_tmp_func,
FARM,https://github.com/deepset-ai/FARM/tree/master/farm/modeling/language_model.py,XLMRoberta,forward$750,"(sequence_output, pooled_output) = (output_tuple[0], output_tuple[1])","sequence_output = output_tuple[0]
pooled_output = output_tuple[1]
",0,0,0,0,
neutron,https://github.com/openstack/neutron/tree/master/neutron/plugins/ml2/drivers/ovn/mech_driver/mech_driver.py,OVNMechanismDriver,_update_security_group$409,"(old_state, new_state) = payload.states","old_state = payload.states[0]
new_state = payload.states[1]
",0,0,0,0,
ElegantRL,https://github.com/AI4Finance-Foundation/ElegantRL/tree/master/elegantrl/agents/AgentSAC.py,AgentSAC,get_obj_critic_per$127,"(q1, q2) = self.cri.get_q1_q2(state, action)","tmp_fun_0 = self.cri.get_q1_q2(state, action)
q1 = tmp_fun_0[0]
q2 = tmp_fun_0[1]
",0,0,0,1,
zipline,https://github.com/quantopian/zipline/tree/master/zipline/pipeline/factors/statistical.py,,vectorized_beta$571,"(N, M) = dependents.shape","N = dependents.shape[0]
M = dependents.shape[1]
",0,0,0,0,
TSD,https://github.com/Sense-X/TSD/tree/master/tests/test_nms.py,,test_nms_device_and_dtypes_cpu$11,"(supressed, inds) = nms(dets, iou_thr)","tmp_fun_0 = nms(dets, iou_thr)
supressed = tmp_fun_0[0]
inds = tmp_fun_0[1]
",0,0,0,1,
X2Paddle,https://github.com/PaddlePaddle/X2Paddle/tree/master/x2paddle/op_mapper/pytorch2paddle/aten.py,,aten_abs$75,"(inputs_name, inputs_node) = mapper._get_inputs_name(node)","tmp_fun_0 = mapper._get_inputs_name(node)
inputs_name = tmp_fun_0[0]
inputs_node = tmp_fun_0[1]
",0,0,0,1,
audio,https://github.com/pytorch/audio/tree/master/examples/libtorchaudio/speech_recognition/parse_voxforge.py,,_parse_prompts$29,"(id_, transcript) = line.split(' ', maxsplit=1)","tmp_fun_0 = line.split(' ', maxsplit=1)
id_ = tmp_fun_0[0]
transcript = tmp_fun_0[1]
",0,0,0,1,
icevision,https://github.com/airctic/icevision/tree/master/icevision/models/ultralytics/yolov5/prediction.py,,predict$49,"(batch, records) = build_infer_batch(dataset)","tmp_fun_0 = build_infer_batch(dataset)
batch = tmp_fun_0[0]
records = tmp_fun_0[1]
",0,0,0,1,
vispy,https://github.com/vispy/vispy/tree/master/examples/gloo/animate_images.py,Canvas,on_resize$90,"(w, h) = (width, width / R)","w = width
h = width / R
",0,0,0,0,
GMS-Feature-Matcher,https://github.com/JiawangBian/GMS-Feature-Matcher/tree/master/python/gms_matcher.py,GmsMatcher,compute_matches$107,"(self.keypoints_image1, descriptors_image1) = self.descriptor.detectAndCompute(img1, np.array([]))","tmp_fun_0 = self.descriptor.detectAndCompute(img1, np.array([]))
self.keypoints_image1 = tmp_fun_0[0]
descriptors_image1 = tmp_fun_0[1]
",0,0,0,1,
sktime,https://github.com/alan-turing-institute/sktime/tree/master/sktime/performance_metrics/tests/test_performance_metrics_forecasting.py,,test_y_true_y_pred_inconsistent_n_outputs_raises_error$507,"(y_train, y_true) = (y.iloc[:50], y.iloc[50:])","y_train = y.iloc[:50]
y_true = y.iloc[50:]
",0,0,0,0,
pynndescent,https://github.com/lmcinnes/pynndescent/tree/master/pynndescent/rp_trees.py,,recursive_convert_sparse$1087,"(node_num, leaf_start) = recursive_convert_sparse(tree, hyperplanes, offsets, children, indices, node_num + 1, leaf_start, tree.children[tree_node][1])","tmp_fun_0 = recursive_convert_sparse(tree, hyperplanes, offsets, children, indices, node_num + 1, leaf_start, tree.children[tree_node][1])
node_num = tmp_fun_0[0]
leaf_start = tmp_fun_0[1]
",0,0,0,1,
kornia,https://github.com/kornia/kornia/tree/master/test/color/test_yuv.py,TestRgbToYuv420,test_jit$209,"(B, C, H, W) = (2, 3, 4, 4)","B = 2
C = 3
H = 4
W = 4
",0,0,0,0,
AerialDetection,https://github.com/dingjiansw101/AerialDetection/tree/master/mmdet/apis/train.py,,batch_processor$38,"(loss, log_vars) = parse_losses(losses)","tmp_fun_0 = parse_losses(losses)
loss = tmp_fun_0[0]
log_vars = tmp_fun_0[1]
",0,0,0,1,
dataset-sts,https://github.com/brmson/dataset-sts/tree/master/tools/retrieval-api.py,,get_score$64,"(gr, y, _) = task.load_set(None, ([s0toks for _ in s1toks], s1toks, np.array([0 for _ in s1toks])))","tmp_fun_0 = task.load_set(None, ([s0toks for _ in s1toks], s1toks, np.array([0 for _ in s1toks])))
gr = tmp_fun_0[0]
y = tmp_fun_0[1]
_ = tmp_fun_0[2]
",0,0,0,1,
botorch,https://github.com/pytorch/botorch/tree/master/botorch/utils/multi_objective/box_decompositions/utils.py,,compute_non_dominated_hypercell_bounds_2d$222,"(front0, front1) = torch.split(front, 1, dim=-1)","tmp_fun_0 = torch.split(front, 1, dim=-1)
front0 = tmp_fun_0[0]
front1 = tmp_fun_0[1]
",0,0,0,1,
python-telegram-bot,https://github.com/python-telegram-bot/python-telegram-bot/tree/master/examples/chatmemberbot.py,,extract_status_change$43,"(old_status, new_status) = status_change","old_status = status_change[0]
new_status = status_change[1]
",0,0,0,0,
baserow,https://github.com/bram2w/baserow/tree/master/backend/src/baserow/contrib/database/rows/handler.py,RowHandler,import_rows$1143,"(valid_rows, original_row_index_mapping) = error_report.get_valid_rows_and_mapping()","tmp_fun_0 = error_report.get_valid_rows_and_mapping()
valid_rows = tmp_fun_0[0]
original_row_index_mapping = tmp_fun_0[1]
",0,0,0,1,
xarray,https://github.com/pydata/xarray/tree/master/xarray/plot/utils.py,,legend_elements$924,"(color, size) = _get_color_and_size(val)","tmp_fun_0 = _get_color_and_size(val)
color = tmp_fun_0[0]
size = tmp_fun_0[1]
",0,0,0,1,
sphinx,https://github.com/sphinx-doc/sphinx/tree/master/sphinx/util/parallel.py,,make_chunks$137,"(nchunks, rest) = divmod(nargs, chunksize)","tmp_fun_0 = divmod(nargs, chunksize)
nchunks = tmp_fun_0[0]
rest = tmp_fun_0[1]
",0,0,0,1,
tahoe-lafs,https://github.com/tahoe-lafs/tahoe-lafs/tree/master/misc/simulators/count_dirs.py,,slotsize$53,"(per_slot, per_entry) = (0, 0)","per_slot = 0
per_entry = 0
",0,0,0,0,
Finger,https://github.com/EASY233/Finger/tree/master/lib/identify.py,Identify,_prepare_pattern$50,"(regex, _, rest) = pattern.partition('\\;')","tmp_fun_0 = pattern.partition('\\;')
regex = tmp_fun_0[0]
_ = tmp_fun_0[1]
rest = tmp_fun_0[2]
",0,0,0,1,
matplotlib,https://github.com/matplotlib/matplotlib/tree/master/lib/matplotlib/axis.py,Axis,_update_ticks$1252,"(view_low, view_high) = (view_high, view_low)","tmp0 = view_low
view_low = view_high
view_high = tmp0
",1,0,0,0,
agents,https://github.com/tensorflow/agents/tree/master/tf_agents/policies/batched_py_policy.py,,_execute_policy$195,"(policy, time_step, policy_state) = zip_results_element","policy = zip_results_element[0]
time_step = zip_results_element[1]
policy_state = zip_results_element[2]
",0,0,0,0,
ffjord,https://github.com/rtqichen/ffjord/tree/master/lib/odenvp.py,StackedCNFLayers,__init__$139,"(c, h, w) = initial_size","c = initial_size[0]
h = initial_size[1]
w = initial_size[2]
",0,0,0,0,
galaxy,https://github.com/ansible/galaxy/tree/master/tools/filters/ucsc_gene_table_to_intervals.py,,main$24,"(region_start, region_end) = (cds_end, tx_end)","region_start = cds_end
region_end = tx_end
",0,0,0,0,
sympy,https://github.com/sympy/sympy/tree/master/sympy/simplify/radsimp.py,,parse_term$235,"(coeff, tail) = expr.exp.as_coeff_Mul()","tmp_fun_0 = expr.exp.as_coeff_Mul()
coeff = tmp_fun_0[0]
tail = tmp_fun_0[1]
",0,0,0,1,
trezor-firmware,https://github.com/trezor/trezor-firmware/tree/master/legacy/firmware/protob/messages_map.py,,handle_message$44,"(interface, direction) = IFACE_DIR_PAIRS[extension]","interface = IFACE_DIR_PAIRS[extension][0]
direction = IFACE_DIR_PAIRS[extension][1]
",0,0,0,0,
neat-python,https://github.com/CodeReclaimers/neat-python/tree/master/examples/xor/evolve-spiking.py,,run$93,"(sum_square_error, simulated) = simulate(winner, config)","tmp_fun_0 = simulate(winner, config)
sum_square_error = tmp_fun_0[0]
simulated = tmp_fun_0[1]
",0,0,0,1,
fast-neural-style-tensorflow,https://github.com/hzy46/fast-neural-style-tensorflow/tree/master/nets/inception_v1_test.py,InceptionV1Test,testBuildBaseNetwork$45,"(mixed_6c, end_points) = inception.inception_v1_base(inputs)","tmp_fun_0 = inception.inception_v1_base(inputs)
mixed_6c = tmp_fun_0[0]
end_points = tmp_fun_0[1]
",0,0,0,1,
fedlearner,https://github.com/bytedance/fedlearner/tree/master/fedlearner/data_join/rsa_psi/rsa_psi_component.py,PsiRsaSigner,_make_inner_generator$265,"(raw_id_batches, next_index) = self._consum_raw_id_batch(next_index, required_num)","tmp_fun_0 = self._consum_raw_id_batch(next_index, required_num)
raw_id_batches = tmp_fun_0[0]
next_index = tmp_fun_0[1]
",0,0,0,1,
deep-learning-for-image-processing,https://github.com/WZMIAOMIAO/deep-learning-for-image-processing/tree/master/pytorch_classification/Test3_vggnet/train.py,,main$14,"(val_images, val_labels) = val_data","val_images = val_data[0]
val_labels = val_data[1]
",0,0,0,0,
milk,https://github.com/luispedro/milk/tree/master/milk/ext/jugparallel.py,,_evaluate_solution$78,"(features, results, method) = args","features = args[0]
results = args[1]
method = args[2]
",0,0,0,0,
Plex-Meta-Manager,https://github.com/meisnate12/Plex-Meta-Manager/tree/master/modules/tmdb.py,TMDb,get_item$392,"(_id, _type) = self.config.Convert.imdb_to_tmdb(imdb_id)","tmp_fun_0 = self.config.Convert.imdb_to_tmdb(imdb_id)
_id = tmp_fun_0[0]
_type = tmp_fun_0[1]
",0,0,0,1,
timesketch,https://github.com/google/timesketch/tree/master/timesketch/lib/aggregators/manager_test.py,TestAggregatorManager,test_get_aggregators$46,"(aggregator_name, aggregator_class) = first_aggregator_tuple","aggregator_name = first_aggregator_tuple[0]
aggregator_class = first_aggregator_tuple[1]
",0,0,0,0,
tvm,https://github.com/apache/tvm/tree/master/python/tvm/topi/cuda/conv2d_nhwc_tensorcore.py,,schedule_nhwc_tensorcore_cuda$95,"(ko, ki) = s[ConvF].split(ic, factor=chunk)","tmp_fun_0 = s[ConvF].split(ic, factor=chunk)
ko = tmp_fun_0[0]
ki = tmp_fun_0[1]
",0,0,0,1,
scipy,https://github.com/scipy/scipy/tree/master/scipy/sparse/linalg/_isolve/lsmr.py,,lsmr$29,"(m, n) = A.shape","m = A.shape[0]
n = A.shape[1]
",0,0,0,0,
jcvi,https://github.com/tanghaibao/jcvi/tree/master/jcvi/apps/gbsubmit.py,,get_rows_cols$479,"(rows, cols) = (string.ascii_uppercase[:nrows], range(1, ncols + 1))","rows = string.ascii_uppercase[:nrows]
cols = range(1, ncols + 1)
",0,0,0,0,
OpenSfM,https://github.com/mapillary/OpenSfM/tree/master/opensfm/reconstruction.py,,two_view_reconstruction_5pt$401,"(R_5p, t_5p, inliers_5p) = results_5pt[0]","R_5p = results_5pt[0][0]
t_5p = results_5pt[0][1]
inliers_5p = results_5pt[0][2]
",0,0,0,0,
,,,,,,380,371,377,138,0.359375
